spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;F0min;F0max;F0sd;syllmfa_equals_syllnuclei;deb;fin;file;ID
dec2022-004_037-018_SPEAKER_01;lesson;NOUN;2;Oo;Oo;oO;[52.3, 60.7];oO;Oo;oO;[139.01946628394245, 171.74396712052146];[63, 93];[77.21737543604947, 75.35052201862678];[64, 40];[0.030000000000001137, 0.049999999999998934];[30, 49];169.4787728217681;172.77182949762752;1.3335254920699535;True;9.16;9.39;dec2022-004_037-018_SPEAKER_01_7.TextGrid;B5eV50u
dec2022-004_037-018_SPEAKER_01;example;NOUN;3;oOo;oOo;ooO;[18.3, 39.3, 61.3];ooO;ooO;oOO;[121.27126633446258, 132.0992840123077, 170.91518720010546];[10, 40, 93];[74.83170474401565, 74.42083853204466, 75.62608138217355];[35, 32, 45];[0.02999999999999936, 0.040000000000000924, 0.040000000000000924];[10, 46, 46];168.44407654965562;175.4695247112972;2.6782145556256993;False;9.58;9.94;dec2022-004_037-018_SPEAKER_01_7.TextGrid;hW4ihl2
dec2022-004_037-018_SPEAKER_01;transition;NOUN;3;oOo;oOo;ooO;[48.7, 31, 65.3];ooO;Ooo;ooO;[143.23001241764302, 130.0955087703736, 144.35246743117088];[69, 35, 70];[77.52399713366862, 71.75192100748662, 76.66609598031711];[67, 19, 56];[0.02999999999999936, 0.03999999999999915, 0.08000000000000007];[10, 39, 70];140.91800933859196;148.53821375776167;2.7263895707813512;False;12.9;13.54;dec2022-004_037-018_SPEAKER_01_7.TextGrid;RzVaYT2
dec2022-004_037-018_SPEAKER_01;incorporate;ADJ;4;oOoo;oOoo;ooOo;[46.3, 62.7, 69.7, 43.7];oOoo;oOoo;ooOo;[132.30345106339558, 143.074636573719, 135.86290121757392, 133.2033605351774];[40, 68, 55, 44];[76.96266858319373, 80.78708438122138, 78.11181587269655, 76.71038156749397];[60, 90, 72, 57];[0.03999999999999915, 0.030000000000001137, 0.13999999999999702, 0.030000000000001137];[39, 30, 82, 30];129.4109034771356;135.5822573870498;2.7467148997573476;False;15.73;16.44;dec2022-004_037-018_SPEAKER_01_7.TextGrid;XwxpdOz
dec2022-004_037-018_SPEAKER_01;technology;NOUN;4;oOoo;oOoo;ooOo;[38.3, 23.3, 58.7, 57.3];oooO;ooOo;oooO;[134.65707029229776, 133.56753798809348, 128.40153773706697, 140.37135383541363];[51, 47, 28, 65];[73.75080356003922, 72.69547182918654, 79.74154803403535, 74.64808018366861];[25, 20, 85, 34];[0.03999999999999915, 0.029999999999997584, 0.060000000000002274, 0.08999999999999986];[39, 3, 63, 73];134.45953386724025;143.0676618217323;3.038954255167745;False;16.44;17.01;dec2022-004_037-018_SPEAKER_01_7.TextGrid;i58ykTR
dec2022-004_037-018_SPEAKER_01;teaching;NOUN;2;Oo;Oo;oO;[45.3, 57];oO;Oo;OO;[127.10609917646985, 148.56069367668115];[24, 79];[76.56229000201893, 74.64790321100243];[54, 34];[0.05999999999999872, 0.05999999999999872];[58, 58];145.96169181154514;154.06894570960435;3.0489036408184447;True;17.78;18.31;dec2022-004_037-018_SPEAKER_01_7.TextGrid;it2o9HK
dec2022-004_037-018_SPEAKER_01;also;ADV;2;Oo;Oo;oO;[52.3, 70.7];Oo;oO;oO;[134.52550724631428, 128.34767420801998];[50, 28];[74.71114235339448, 79.97914235514796];[34, 86];[0.08999999999999986, 0.6999999999999993];[73, 98];110.99875376724845;148.51594523566763;14.046631733958797;False;18.61;19.62;dec2022-004_037-018_SPEAKER_01_7.TextGrid;OIHgI62
dec2022-004_037-018_SPEAKER_01;our;PRON;2;Oo;Oo;Oo;[77.7, 43];Oo;Oo;Oo;[354.06639819955853, 126.11967703885777];[97, 22];[76.96522304472803, 76.11862798123293];[61, 49];[0.10000000000000142, 0.05999999999999872];[75, 58];123.143000000722;129.2466161133459;2.4214134636300955;False;20.31;20.47;dec2022-004_037-018_SPEAKER_01_7.TextGrid;WbtlaKy
dec2022-004_037-018_SPEAKER_01;modern;ADJ;2;Oo;Oo;oO;[57, 88.3];oO;oO;oO;[122.72422286949673, 160.0253790175156];[14, 90];[78.64174108223764, 78.7449958946555];[78, 79];[0.120000000000001, 0.5];[79, 96];113.87275694827643;226.2369095296945;52.67962781428839;True;21.4;22.49;dec2022-004_037-018_SPEAKER_01_7.TextGrid;ZVdGIW9
dec2022-004_037-018_SPEAKER_01;technologies;NOUN;4;oOoo;oOoo;oooO;[26.3, 27.3, 25.3, 46];oooO;Oooo;oooO;[117.6860956063008, 124.44958483744888, 130.41336973435705, 146.143531238009];[4, 17, 36, 74];[75.6234036947668, 74.85070872086648, 69.12387984514385, 71.25439316171723];[45, 35, 10, 16];[0.030000000000001137, 0.030000000000001137, 0.030000000000001137, 0.04999999999999716];[30, 30, 30, 48];144.58229307556567;146.96954623508572;0.9759274439189258;False;23.78;25.09;dec2022-004_037-018_SPEAKER_01_7.TextGrid;h6645lm
dec2022-004_041-027_SPEAKER_00;opinion;NOUN;3;oOo;oOo;ooO;[29.3, 72.3, 85];ooO;oOo;oOo;[109.44075116460867, 106.13902733593697, 117.64189355859811];[57, 41, 91];[61.30111355327634, 75.64632160342623, 75.00529724500466];[8, 80, 77];[0.03000000000000025, 0.41000000000000014, 0.18000000000000016];[23, 96, 87];116.55100779240684;118.19117089259213;0.5388710970247245;False;2.78;4.37;dec2022-004_041-027_SPEAKER_00_0.TextGrid;MmsObUz
dec2022-004_041-027_SPEAKER_00;necessary;ADJ;4;Oooo;Oooo;oOoo;[66.3, 83.7, 83, 79.3];ooOo;ooOo;oOoo;[116.60035859201246, 112.58237970757847, 117.84182955279094, 117.15455433506123];[87, 70, 92, 89];[70.69083385423018, 76.60115585913108, 78.31224623234613, 74.40467987872593];[38, 85, 94, 73];[0.08000000000000007, 0.41999999999999993, 0.0699999999999994, 0.08999999999999986];[74, 96, 63, 76];112.28309114966102;118.29066024875128;1.9366610838203986;True;4.91;6.14;dec2022-004_041-027_SPEAKER_00_0.TextGrid;BghpULn
dec2022-004_041-027_SPEAKER_00;develop;VERB;3;oOo;oOo;ooO;[64.3, 33, 71.3];ooO;ooO;Ooo;[111.13206975989362, 110.53542235181938, 111.57748693520382];[63, 61, 64];[72.63475834903306, 68.57516126657106, 75.79333771265573];[56, 22, 81];[0.08000000000000007, 0.02999999999999936, 0.07000000000000028];[74, 16, 69];106.70100040968944;114.89221269380585;2.7434325086758764;False;6.45;6.89;dec2022-004_041-027_SPEAKER_00_0.TextGrid;FnzVXIc
dec2022-004_041-027_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;ooOo;[25.3, 44.7, 57.7, 55.3];oOoo;oOoo;oooO;[102.7217780666906, 110.07863290482196, 106.25035123485796, 107.50492091851741];[27, 59, 41, 46];[69.2350033030587, 72.9064813441384, 72.8820878935364, 70.5184498405159];[26, 59, 58, 35];[0.03000000000000025, 0.02999999999999936, 0.08000000000000007, 0.14999999999999947];[23, 16, 74, 85];103.13797958382584;109.73992327128501;2.2466791906257124;True;7.45;8.11;dec2022-004_041-027_SPEAKER_00_0.TextGrid;f6wiZZ0
dec2022-004_041-027_SPEAKER_00;every;DET;2;Ooo/Oo;Oo;Oo;[75.3, 46];Oo;Oo;Oo;[115.9914459159295, 113.69756576615136];[85, 74];[76.43510789254064, 71.71224904092418];[83, 48];[0.05999999999999872, 0.02999999999999936];[58, 16];110.87498697632296;115.81620681447679;2.544712091804389;True;10.48;10.7;dec2022-004_041-027_SPEAKER_00_0.TextGrid;RkDBliE
dec2022-004_041-027_SPEAKER_00;because;SCONJ;2;oO/oo;oo;oO;[19.3, 58.3];Oo;oO;oO;[105.14521342327377, 102.61422657179538];[37, 26];[57.24508599602088, 72.2382779266464];[5, 52];[0.02999999999999936, 0.46000000000000085];[16, 97];95.96010020764884;107.3181410496521;2.118118989764956;False;11.94;12.52;dec2022-004_041-027_SPEAKER_00_0.TextGrid;zG6BzIa
dec2022-004_041-027_SPEAKER_00;allow;VERB;2;oO;oO;Oo;[77.3, 40];Oo;Oo;Oo;[112.52075197427166, 101.55024094669952];[69, 23];[77.18337841249684, 70.71556571455798];[89, 39];[0.08000000000000007, 0.05999999999999872];[74, 58];100.07830751383615;102.58810267209721;0.974109733948609;True;12.74;13.29;dec2022-004_041-027_SPEAKER_00_0.TextGrid;AnIMxIL
dec2022-004_041-027_SPEAKER_00;improve;VERB;2;oO;oO;oO;[36.7, 66.7];Oo;oO;oO;[119.96923703034517, 101.09023909301247];[94, 21];[51.646950923333044, 75.63834244728001];[0, 80];[0.02999999999999936, 0.9399999999999995];[16, 99];94.3675546631473;118.43441809537373;5.687781745594357;True;14.3;15.71;dec2022-004_041-027_SPEAKER_00_0.TextGrid;K7U48rd
dec2022-004_041-027_SPEAKER_00;knowledge;NOUN;2;Oo;Oo;oO;[57.3, 78.7];oO;oO;oO;[105.73587743721032, 110.69332679894416];[40, 62];[76.07868464273776, 79.68382171377914];[82, 98];[0.0400000000000027, 0.08999999999999986];[50, 76];110.33268201121065;111.70033931797425;0.41927242468538484;False;18.51;19.35;dec2022-004_041-027_SPEAKER_00_0.TextGrid;6BcQE8m
dec2022-004_041-027_SPEAKER_00;students;NOUN;2;Oo;Oo;oO;[62.3, 81.3];oO;oO;oO;[111.98928317549417, 114.53542249702608];[67, 79];[74.02803452981959, 77.42122458135732];[70, 91];[0.04999999999999716, 0.08000000000000185];[50, 74];113.90045751206792;115.43117896622735;0.5345131618212715;True;19.58;20.22;dec2022-004_041-027_SPEAKER_00_0.TextGrid;4rTQwd2
dec2022-004_041-027_SPEAKER_00;future;ADJ;2;Oo;Oo;Oo;[55.3, 16];OO;Oo;Oo;[94.3219259409284, 93.61766701070499];[4, 4];[73.23382247294131, 55.80325742397647];[64, 3];[0.5, 0.030000000000001137];[98, 41];92.8289234488752;94.5773231857279;0.7208293081691408;True;22.41;23.03;dec2022-004_041-027_SPEAKER_00_0.TextGrid;U0pK1xV
dec2022-004_041-027_SPEAKER_00;studies;NOUN;2;Oo;Oo;Oo;[54, 19.7];Oo;Oo;Oo;[104.02665153670401, 97.13455510790024];[32, 9];[72.19013473552813, 63.16963322546854];[52, 9];[0.10999999999999943, 0.030000000000001137];[78, 41];95.41812389700237;98.38444574182816;1.2844468788262582;False;23.55;23.83;dec2022-004_041-027_SPEAKER_00_0.TextGrid;RkPL7rC
dec2022-004_041-027_SPEAKER_00;university;NOUN;5;ooOoo;ooOoo;oooOo;[14, 32.3, 37.7, 61.7, 54.7];ooooO;oooOo;ooOoo;[97.26001888860388, 95.62953940335701, 91.63810696286085, 109.17223800510254, 112.5816354259873];[10, 7, 1, 55, 70];[69.35570800093856, 70.51185506052794, 68.15363238722206, 73.11137318570363, 72.4540072852176];[27, 34, 21, 61, 53];[0.029999999999997584, 0.05000000000000071, 0.23000000000000043, 0.07000000000000028, 0.030000000000001137];[5, 56, 91, 69, 41];110.89530383247957;113.91317531494545;1.3396702527442672;False;23.89;24.6;dec2022-004_041-027_SPEAKER_00_0.TextGrid;aeFHPLw
dec2022-004_041-027_SPEAKER_00;something;PRON;2;Oo;Oo;Oo;[79.3, 40];Oo;Oo;Oo;[108.56390702303396, 102.28162151587118];[52, 25];[78.46885535141223, 72.48261444445001];[95, 54];[0.23000000000000043, 0.030000000000001137];[91, 41];99.86242869483821;104.75878728141217;2.09508741196391;False;25.42;26.46;dec2022-004_041-027_SPEAKER_00_0.TextGrid;zlCrku7
dec2022-004_041-027_SPEAKER_00;important;NOUN;3;oOo;oOo;ooO;[49.7, 56.7, 82];ooO;ooO;ooO;[118.6133421287809, 105.4655208772852, 124.72475620232946];[92, 39, 98];[70.63596951063303, 74.15201017691626, 76.48729099977193];[38, 72, 84];[0.030000000000000027, 0.06000000000000005, 0.06999999999999984];[19, 59, 64];123.52037242275756;126.32556765484198;1.128542838281643;False;1.78;3.2;dec2022-004_041-027_SPEAKER_00_1.TextGrid;jUGyG8r
dec2022-004_041-027_SPEAKER_00;between;ADP;2;oO;oO;Oo;[41, 38.7];Oo;oO;OO;[119.51418877725911, 110.6621877176867];[94, 61];[58.91186936835978, 70.05450444998202];[6, 32];[0.03000000000000025, 0.03000000000000025];[23, 23];108.30710903345295;113.92773502675087;2.409786995060149;False;6.24;6.49;dec2022-004_041-027_SPEAKER_00_1.TextGrid;WfplM8s
dec2022-004_041-027_SPEAKER_00;different;ADJ;2;Ooo/Oo;Oo;oO;[34.3, 67];oO;oO;oO;[113.78473024607747, 115.71223468627475];[74, 84];[58.1472665663032, 74.0238214821497];[6, 70];[0.03000000000000025, 0.040000000000000036];[23, 47];113.24322113171839;118.80002933108409;2.1645835527278754;True;6.58;7.32;dec2022-004_041-027_SPEAKER_00_1.TextGrid;3KWMs0V
dec2022-004_041-027_SPEAKER_00;because;SCONJ;2;oO/oo;oo;Oo;[72.7, 59.7];Oo;Oo;Oo;[112.07551745791913, 109.13703736189818];[67, 55];[73.96753213271722, 71.2650214877514];[69, 45];[0.1299999999999999, 0.11000000000000032];[82, 79];104.16883638524034;111.29667420057515;2.3249257662900416;False;7.62;8.12;dec2022-004_041-027_SPEAKER_00_1.TextGrid;DK2s9WV
dec2022-004_041-027_SPEAKER_00;agree;VERB;2;oO;oO;oO;[29.3, 55.3];Oo;oO;oO;[112.85446427517128, 112.18307900662384];[71, 68];[54.44477940175077, 72.81679799300412];[1, 57];[0.02999999999999936, 0.030000000000001137];[16, 41];111.71971993796097;112.5887970966753;0.44805837828326245;False;8.75;8.89;dec2022-004_041-027_SPEAKER_00_1.TextGrid;36ptyi6
dec2022-004_041-027_SPEAKER_00;everybody;PRON;4;Oooo;Oooo;ooOo;[18, 40.3, 74.7, 38.3];ooOo;ooOo;ooOo;[104.51274222231439, 107.1247929935366, 113.56301675691249, 107.56739405732256];[34, 43, 73, 46];[56.13809434895202, 70.29787654080255, 77.2444926058241, 69.56630781739004];[4, 34, 90, 28];[0.02999999999999936, 0.03999999999999915, 0.0600000000000005, 0.030000000000001137];[16, 44, 61, 41];107.2698444373881;108.04839879313866;0.3452291126323294;False;9.51;9.89;dec2022-004_041-027_SPEAKER_00_1.TextGrid;HT1EhJs
dec2022-004_041-027_SPEAKER_00;access;NOUN;2;Oo;Oo;Oo;[86.3, 33.7];Oo;Oo;Oo;[114.9760561368547, 111.47208505194082];[82, 64];[79.62870739080665, 68.3657283752722];[97, 21];[0.11000000000000121, 0.02999999999999936];[80, 16];110.37736042168298;112.62378757354467;1.1242969346360596;False;11.52;11.78;dec2022-004_041-027_SPEAKER_00_1.TextGrid;n2RC2HK
dec2022-004_041-027_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;Oooo;[84.3, 67.3, 48.3, 68.3];Oooo;Oooo;oOoo;[115.76899078079039, 105.66731524198035, 100.02074762306026, 112.42272870210091];[84, 40, 17, 69];[78.59870730539092, 73.89044559216404, 71.98435130814339, 73.59500662379068];[95, 69, 50, 67];[0.08000000000000007, 0.2699999999999996, 0.10999999999999943, 0.07000000000000028];[74, 93, 78, 69];106.93066748474072;118.61662161759811;4.1582727022865615;False;12.5;13.57;dec2022-004_041-027_SPEAKER_00_1.TextGrid;EcU1zv1
dec2022-004_041-027_SPEAKER_00;student;NOUN;2;Oo;Oo;Oo;[43.7, 24.7];oO;oO;Oo;[100.04455201241313, 104.88981259617368];[18, 36];[66.97321148046679, 68.44300241832715];[16, 22];[0.46000000000000085, 0.02999999999999936];[97, 16];104.01768438904871;105.71874556268097;0.8513528356203447;False;13.57;14.8;dec2022-004_041-027_SPEAKER_00_1.TextGrid;FuBKG1C
dec2022-004_041-027_SPEAKER_00;very;ADV;2;Oo;Oo;Oo;[34.7, 32.7];Oo;oO;Oo;[99.19887624054505, 98.02374897655392];[15, 13];[70.77379746322002, 71.13342278104167];[39, 44];[0.0400000000000027, 0.030000000000001137];[50, 41];97.74236234444115;98.23082712629126;0.22296344457706263;False;16.69;16.84;dec2022-004_041-027_SPEAKER_00_1.TextGrid;St48A5p
dec2022-004_041-027_SPEAKER_00;different;ADJ;2;Ooo/Oo;Oo;oO;[50, 72.7];oO;oO;Oo;[102.92584725120442, 124.39710322071019];[28, 98];[73.02037846268134, 75.51551756601371];[60, 79];[0.060000000000002274, 0.030000000000001137];[62, 41];123.06430385683694;125.82608934153257;1.1901371401020984;True;19.12;19.67;dec2022-004_041-027_SPEAKER_00_1.TextGrid;16an4PT
dec2022-004_041-027_SPEAKER_00;everybody;PRON;4;Oooo;Oooo;ooOo;[59.3, 46.3, 82.7, 31.3];ooOo;ooOo;ooOo;[110.37932966636045, 103.25750311117372, 114.41602807440162, 105.18053330765308];[60, 29, 78, 38];[71.74955747448185, 73.4931848134119, 75.92402786472854, 66.22335178686133];[49, 66, 81, 15];[0.07000000000000028, 0.03999999999999915, 0.21000000000000085, 0.030000000000001137];[69, 44, 89, 41];104.32197384086697;106.03909277443918;0.7389303370202908;False;20.87;21.59;dec2022-004_041-027_SPEAKER_00_1.TextGrid;wt680F2
dec2022-004_041-027_SPEAKER_00;access;NOUN;2;Oo;Oo;oO;[3, 77.7];oO;oO;oO;[90.11129936319625, 108.80959780123686];[0, 53];[57.0978365738006, 77.93633854677442];[4, 92];[0.029999999999997584, 0.1999999999999993];[5, 88];106.21385921807993;111.83310390386382;1.3988195891846091;False;24.87;25.25;dec2022-004_041-027_SPEAKER_00_1.TextGrid;TCkklTV
dec2022-004_041-027_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;Oooo;[62, 32, 28.7, 9.7];Oooo;Oooo;Oooo;[103.65424177866883, 98.93980118490875, 97.91087451169686, 97.39940727213242];[31, 14, 12, 11];[75.13398277856462, 70.85146314926745, 69.7243251874346, 64.78803032890099];[77, 41, 30, 13];[0.10999999999999943, 0.030000000000001137, 0.03999999999999915, 0.029999999999997584];[78, 41, 44, 5];96.77445376491931;97.75429986328008;0.5428851332536095;False;27.95;28.56;dec2022-004_041-027_SPEAKER_00_1.TextGrid;Do9HlEf
dec2022-004_041-027_SPEAKER_00;necessary;ADJ;4;Oooo;Oooo;oOoo;[8, 76.7, 43, 27.7];oOoo;oOoo;oOoo;[97.37925742500292, 111.72141858399056, 107.32329797857544, 91.72062936659941];[11, 66, 44, 2];[59.90532484267195, 77.14475090991006, 71.17123517869986, 70.79088425379638];[8, 88, 44, 40];[0.029999999999997584, 0.09999999999999787, 0.030000000000001137, 0.030000000000001137];[5, 76, 41, 41];86.41575951586125;95.23922849850193;4.180491639496447;False;29.05;29.77;dec2022-004_041-027_SPEAKER_00_1.TextGrid;W2ZtWGS
dec2022-004_041-027_SPEAKER_00;decision;NOUN;3;oOo;oOo;Ooo;[53.7, 43, 19.7];Ooo;Ooo;oOo;[101.97045179702677, 96.73237350758171, 92.76276184633343];[24, 8, 3];[73.66009016556337, 70.08081584995955, 65.73733527910663];[68, 33, 15];[0.07000000000000028, 0.1899999999999995, 0.030000000000001137];[69, 88, 41];92.4226689711988;93.00527224268586;0.2460020719745208;False;8.41;9.13;dec2022-004_041-027_SPEAKER_00_2.TextGrid;iT3bMIH
dec2022-004_041-027_SPEAKER_00;budget;NOUN;2;Oo;Oo;oO;[45, 86];oO;oO;oO;[114.13634069665828, 114.86023918678171];[76, 81];[71.07096716754805, 79.57381144842655];[43, 97];[0.02999999999999936, 0.11999999999999922];[16, 80];109.92771776512966;118.4834657567806;2.7274908263135025;False;11.01;11.34;dec2022-004_041-027_SPEAKER_00_2.TextGrid;i5XjomM
dec2022-004_041-027_SPEAKER_00;allowed;VERB;2;oO;oO;Oo;[53.3, 22];Oo;Oo;Oo;[108.05218166467046, 102.92210848260066];[48, 27];[74.0873901410418, 68.64154377636748];[71, 23];[0.030000000000001137, 0.02999999999999936];[41, 16];102.58641841396519;103.23902784291333;0.3267093835600823;True;11.43;11.82;dec2022-004_041-027_SPEAKER_00_2.TextGrid;QuZD16f
dec2022-004_041-027_SPEAKER_00;technologies;NOUN;4;oOoo;oOoo;Oooo;[64, 5.3, 18, 4.3];Oooo;Oooo;Oooo;[109.59398745061131, 93.91287578404578, 93.56571518824818, 95.72401815457492];[58, 4, 3, 7];[74.23144828236069, 64.19739546425559, 63.57042422251841, 54.827259256053054];[73, 12, 10, 1];[0.0600000000000005, 0.010000000000001563, 0.030000000000001137, 0.029999999999997584];[61, 0, 41, 5];95.33159943342454;96.11643687572528;0.3924187211503707;False;15.06;16.32;dec2022-004_041-027_SPEAKER_00_2.TextGrid;YGoFFLF
dec2022-004_041-027_SPEAKER_00;computer;NOUN;3;oOo;oOo;Ooo;[41, 34.3, 16.3];Ooo;Ooo;oOo;[94.77255471131289, 90.02504361153902, 90.78016636132722];[5, 0, 1];[69.53632513200294, 64.15042365748212, 59.86618044287738];[28, 11, 7];[0.22999999999999687, 0.25, 0.030000000000001137];[90, 92, 41];89.80682200479558;92.1855420592325;1.0395965265978406;False;16.61;17.3;dec2022-004_041-027_SPEAKER_00_2.TextGrid;JNkqI2e
dec2022-004_041-027_SPEAKER_00;system;NOUN;2;Oo;Oo;oO;[40.3, 68.7];oO;oO;oO;[114.68314417435847, 127.19155465340666];[80, 99];[52.26194757667909, 73.2228558863396];[0, 63];[0.030000000000001137, 0.03999999999999915];[41, 44];118.45196021021268;135.72097364357214;8.684802570442631;False;20.81;21.07;dec2022-004_041-027_SPEAKER_00_2.TextGrid;PskExaF
dec2022-004_041-027_SPEAKER_00;system;NOUN;2;Oo;Oo;Oo;[71.3, 37.7];Oo;Oo;Oo;[108.58813840029691, 104.01600043431105];[52, 32];[74.87677298126751, 70.85105133812502];[76, 40];[0.16000000000000014, 0.030000000000001137];[86, 41];103.90341842757346;104.09645258418678;0.09300465390210456;False;24.91;25.5;dec2022-004_041-027_SPEAKER_00_2.TextGrid;GqFXmil
dec2022-004_041-027_SPEAKER_00;etc;X;4;oOoo;oOoo;ooOo;[44.7, 67.7, 73, 65];oOoo;ooOo;ooOo;[113.0887776666176, 116.65584562535646, 108.36248148901305, 107.27725434218348];[72, 87, 51, 44];[67.69688619923011, 74.76119681474653, 76.72541554260579, 76.31779563400121];[18, 75, 86, 82];[0.03999999999999915, 0.030000000000001137, 0.120000000000001, 0.07000000000000028];[44, 41, 82, 69];106.6853026907995;108.03875672232391;0.4601292453576437;False;25.79;26.16;dec2022-004_041-027_SPEAKER_00_2.TextGrid;UkwbAF4
dec2022-004_041-027_SPEAKER_00;maybe;ADV;2;Oo;Oo;oO;[72.3, 72.7];oO;Oo;Oo;[111.2418165879117, 116.232582238289];[63, 86];[74.63413613625718, 73.12854272361483];[73, 62];[0.12, 0.07999999999999996];[81, 70];115.18714441861182;117.91779507601724;1.1353459119419245;True;0.43;0.83;dec2022-004_041-027_SPEAKER_00_3.TextGrid;AoAp3Tr
dec2022-004_041-027_SPEAKER_00;teacher;NOUN;2;Oo;Oo;Oo;[58, 47.7];Oo;Oo;oO;[108.08265854709477, 101.15711710844224];[49, 22];[72.79640392016135, 68.86934193549182];[56, 23];[0.07000000000000028, 0.47000000000000064];[69, 98];96.086436187945;109.51746546790427;2.89992399047023;False;3.48;4.23;dec2022-004_041-027_SPEAKER_00_3.TextGrid;mU4pf3Y
dec2022-004_041-027_SPEAKER_00;formation;NOUN;3;oOo;oOo;oOo;[32.3, 38.3, 34.3];Ooo;oOo;oOO;[108.20028183424881, 104.76133816461696, 104.28149975521116];[49, 36, 33];[69.05305014899022, 69.53001739184714, 67.78325411005746];[25, 27, 18];[0.03000000000000025, 0.04999999999999982, 0.04999999999999982];[23, 52, 52];101.99524927206588;105.25128393591213;1.3656782684858275;False;6.36;7.21;dec2022-004_041-027_SPEAKER_00_3.TextGrid;nJSCBrf
dec2022-004_041-027_SPEAKER_00;teachers;NOUN;2;Oo;Oo;oO;[69, 90.3];oO;oO;oO;[114.13518424982212, 114.30863834351544];[76, 78];[75.30533494046345, 79.94356828798968];[78, 99];[0.050000000000000044, 0.27];[53, 94];104.08317799654927;118.24592540713623;4.591983913198972;False;0.86;1.52;dec2022-004_041-027_SPEAKER_00_4.TextGrid;z0bSZ7N
dec2022-004_041-027_SPEAKER_00;specialized;VERB;3;Ooo;Ooo;ooO;[60.3, 78, 81.3];oOo;ooO;ooO;[116.79117057270994, 118.93352438514734, 112.97372913392184];[88, 93, 72];[74.7089416711914, 76.08217610451493, 77.20569329196263];[74, 82, 89];[0.030000000000000027, 0.06000000000000005, 0.14000000000000012];[19, 59, 83];110.92394740351295;113.84422389681983;0.7815339340007701;True;1.52;2.2;dec2022-004_041-027_SPEAKER_00_4.TextGrid;ARzhBop
dec2022-004_041-027_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[58.3, 50.7, 40.3, 67.3];oooO;Oooo;oooO;[108.6963548164481, 105.24204751104887, 100.57883717942939, 109.70679094214402];[52, 39, 19, 59];[74.10244022445096, 73.48167625340278, 72.58637244147691, 73.98867672001003];[71, 66, 55, 69];[0.04999999999999982, 0.040000000000000036, 0.040000000000000036, 0.08000000000000007];[52, 47, 47, 74];108.49145972292209;110.59565550351198;0.7175371846232318;True;4.16;4.75;dec2022-004_041-027_SPEAKER_00_4.TextGrid;GfHAeA4
dec2022-004_041-027_SPEAKER_00;scholarship;NOUN;3;Ooo;Ooo;ooO;[50.3, 44, 52];ooO;oOo;oOO;[114.14702018218374, 100.31095751220589, 115.44882734425377];[77, 18, 82];[72.83574048556103, 73.26914726561708, 69.0628036625633];[58, 65, 25];[0.02999999999999936, 0.040000000000000924, 0.040000000000000924];[16, 49, 49];109.56104843198524;123.39628363382135;5.278715215014454;True;11.76;12.24;dec2022-004_041-027_SPEAKER_00_4.TextGrid;7hngpv5
dec2022-004_041-027_SPEAKER_00;maybe;ADV;2;Oo;Oo;Oo;[62, 26.3];Oo;Oo;Oo;[111.59691954462777, 107.25235031942444];[65, 43];[70.52989893123865, 67.49755631607027];[36, 17];[0.16000000000000003, 0.030000000000000027];[85, 19];106.84215731433612;107.59209788954212;0.3272381307459358;True;0.08;0.33;dec2022-004_041-027_SPEAKER_00_5.TextGrid;BNUyZrX
dec2022-004_041-027_SPEAKER_00;difficult;ADJ;3;Ooo;Ooo;ooO;[55.3, 51, 55.7];ooO;ooO;Ooo;[110.85395932088566, 114.21364552166446, 116.74955333895932];[62, 77, 88];[72.0690722266705, 69.56650588752066, 72.9539964358463];[51, 29, 60];[0.050000000000000044, 0.040000000000000036, 0.030000000000000027];[53, 47, 19];113.87228482017663;118.48550496886995;2.0468507434976746;True;1.13;1.76;dec2022-004_041-027_SPEAKER_00_5.TextGrid;bheVa38
dec2022-004_041-027_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[28.7, 47, 40.7, 65];oooO;oOoo;oooO;[108.23700681484839, 107.80907473602537, 103.4243449558465, 120.96033718814034];[50, 47, 30, 95];[64.61823534260435, 71.43221402883965, 69.95265413799694, 67.90880546938139];[13, 47, 31, 19];[0.03000000000000025, 0.040000000000000036, 0.0600000000000005, 0.1200000000000001];[23, 47, 61, 81];106.83271337919906;138.69098937338805;9.782247915929235;True;6.56;7.19;dec2022-004_041-027_SPEAKER_00_5.TextGrid;ajTknsb
dec2022-004_041-027_SPEAKER_00;dramatic;ADJ;3;oOo;oOo;Ooo;[60, 18.3, 8];Ooo;Ooo;Ooo;[100.92121554899137, 95.53495386255109, 95.05198061839675];[21, 6, 6];[73.2535131218559, 62.68198016318203, 54.83537010575439];[64, 8, 2];[0.35999999999999943, 0.030000000000001137, 0.02999999999999936];[95, 41, 16];94.90544095627025;95.19852028052327;0.14653966212650715;False;8.78;9.55;dec2022-004_041-027_SPEAKER_00_5.TextGrid;NJhFE4c
