spk;lab;pos;lenSyllxpos;expectedShapes;expectedShape;observedShape;globalDeciles;F0shape;dBshape;durshape;syllF0;F0Deciles;sylldB;dBDeciles;sylldur;durDeciles;deb;fin;file;ID
dec2022-002_032-044_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[31.3, 30.7, 30.7, 34.7];Oooo;ooOo;oooO;[118.13417373194675, 114.49756831007632, 112.7829144573247, 113.50120707263378];[57, 36, 26, 32];[63.985855307083185, 65.84321263313869, 67.1715349072166, 65.77530563449103];[22, 39, 54, 38];[0.13460080420654918, 0.14110287219683926, 0.12953848451832073, 0.1757578390782868];[15, 17, 12, 34];33.213;33.794;dec2022-002_032-044_SPEAKER_00_0.TextGrid;VzXAcz4
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;oO;[63.3, 69.7];oO;Oo;oO;[116.09911829914194, 116.5294953861408];[47, 48];[73.27268616451927, 69.41635691230984];[95, 78];[0.1992421587293478, 0.3007578412706522];[48, 83];42.34;42.84;dec2022-002_032-044_SPEAKER_00_0.TextGrid;EmzoYRb
dec2022-002_032-044_SPEAKER_00;connection;NOUN;3;oOo;oOo;ooO;[21.7, 18.3, 81];ooO;ooO;ooO;[113.37633410366256, 107.50581692262948, 130.80033001532166];[30, 8, 86];[65.13336129319241, 61.39705945132099, 67.9491738365504];[32, 5, 63];[0.10088803099574051, 0.1863477715498405, 0.3927641974544187];[3, 42, 94];44.541;45.221;dec2022-002_032-044_SPEAKER_00_0.TextGrid;ERKzHg5
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;oO;[28.3, 53];oO;oO;oO;[111.98830839436313, 115.37151093197059];[23, 41];[65.43439379484215, 68.62206697923428];[35, 70];[0.15591480446205708, 0.20408519553794235];[27, 48];49.223;49.583;dec2022-002_032-044_SPEAKER_00_0.TextGrid;ImFbL7D
dec2022-002_032-044_SPEAKER_00;losing;VERB;2;Oo;Oo;oO;[40.7, 52.3];oO;Oo;oO;[114.55745029899906, 124.25668792416569];[37, 79];[66.62499536525414, 63.47110769243475];[48, 15];[0.17948439143106043, 0.24151560856893894];[37, 63];52.804;53.225;dec2022-002_032-044_SPEAKER_00_0.TextGrid;QXja6LP
dec2022-002_032-044_SPEAKER_00;teacher;NOUN;2;Oo;Oo;oO;[25.3, 89.3];oO;oO;oO;[111.64004731096259, 131.0146138575899];[21, 88];[61.91010878729295, 72.08834905518557];[8, 91];[0.1977158067744469, 0.34228419322555226];[47, 89];54.385;54.925;dec2022-002_032-044_SPEAKER_00_0.TextGrid;3ep1AjG
dec2022-002_032-044_SPEAKER_00;afraid;ADJ;2;oO;oO;Oo;[84.7, 48.3];Oo;Oo;Oo;[125.55139122792087, 111.62923405176545];[81, 20];[70.3917933418207, 67.27943353639888];[86, 55];[0.3286574131173765, 0.25234258688262656];[87, 70];57.686;58.267;dec2022-002_032-044_SPEAKER_00_0.TextGrid;vzfu9wx
dec2022-002_032-044_SPEAKER_00;solution;NOUN;3;oOo;oOo;oOo;[34.7, 58.3, 16.7];oOo;oOo;oOo;[112.9041959146986, 118.61388046693209, 106.08350485563989];[27, 62, 3];[63.604355200322956, 65.02470709143975, 61.8106370826532];[18, 31, 7];[0.23194495625219957, 0.2848435424980167, 0.18321150124977947];[59, 82, 40];60.328;61.028;dec2022-002_032-044_SPEAKER_00_0.TextGrid;uHp94DY
dec2022-002_032-044_SPEAKER_00;major;ADJ;2;Oo;Oo;oO;[56, 72.3];oO;oO;oO;[118.13872746509364, 118.18864267184388];[58, 59];[68.36534540298311, 71.55065917075343];[67, 89];[0.18940937482317022, 0.2515906251768296];[43, 69];3.851;4.292;dec2022-002_032-044_SPEAKER_00_1.TextGrid;74zPWx0
dec2022-002_032-044_SPEAKER_00;very;ADV;2;Oo;Oo;Oo;[43.3, 21.7];oO;Oo;Oo;[114.58387273570929, 115.5101638325384];[38, 44];[69.54348818735383, 63.52099034663695];[79, 16];[0.13270739598230463, 0.10729260401769558];[13, 5];13.878;14.118;dec2022-002_032-044_SPEAKER_00_1.TextGrid;H40C3xP
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;oO;[61, 72.3];oO;Oo;Oo;[115.4629148789204, 133.9376683334057];[43, 91];[71.34802444492087, 69.26467158856634];[88, 76];[0.21125982260824472, 0.20874017739175343];[52, 50];25.285;25.705;dec2022-002_032-044_SPEAKER_00_1.TextGrid;FChtXlj
dec2022-002_032-044_SPEAKER_00;maybe;ADV;2;Oo;Oo;oO;[19, 51];oO;oO;oO;[109.25943357597481, 118.30607883502749];[13, 61];[63.31094357762336, 66.03751765515511];[13, 41];[0.16973293100918596, 0.2102670689908166];[31, 51];34.448;34.828;dec2022-002_032-044_SPEAKER_00_1.TextGrid;SksEepW
dec2022-002_032-044_SPEAKER_00;themselves;PRON;2;oO;oO;oO;[41, 90.3];oO;oO;oO;[113.45698745721145, 151.72481073348368];[32, 94];[66.6510914906277, 71.8479923359883];[48, 91];[0.18946863409811954, 0.31053136590188046];[43, 86];40.75;41.25;dec2022-002_032-044_SPEAKER_00_1.TextGrid;dvrxFC6
dec2022-002_032-044_SPEAKER_00;very;ADV;2;Oo;Oo;Oo;[19.7, 16.3];oO;Oo;Oo;[109.33922533887531, 110.15534879344189];[13, 16];[64.83537365713414, 63.76983555683603];[28, 19];[0.14676375624619453, 0.1332362437538066];[18, 14];43.771;44.051;dec2022-002_032-044_SPEAKER_00_1.TextGrid;5xXveCD
dec2022-002_032-044_SPEAKER_00;about;ADP;2;oO;oO;Oo;[77.3, 64.3];Oo;oO;Oo;[123.61312586036388, 113.36841616146292];[75, 29];[68.30843933336769, 69.4155544727384];[67, 78];[0.3455514956102519, 0.3154485043897495];[90, 86];52.659;53.32;dec2022-002_032-044_SPEAKER_00_1.TextGrid;aHZD5Zf
dec2022-002_032-044_SPEAKER_00;low-income;ADJ+PUNCT+NOUN;3;oOo;oOo;oOo;[66, 77, 75];ooO;oOo;ooO;[120.97095303998981, 123.83595843051154, 452.7729485277998];[70, 77, 97];[67.4155030718257, 67.6597179171869, 64.87813994207994];[57, 60, 29];[0.25536341979582744, 0.3900462867829759, 0.5765902934211979];[71, 94, 99];55.803;57.025;dec2022-002_032-044_SPEAKER_00_1.TextGrid;SeSnobW
dec2022-002_032-044_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[45.3, 52.3, 78.7, 82.3];oooO;ooOo;oooO;[123.73099832740729, 122.54460015640896, 124.89973400785718, 132.83751187012615];[76, 73, 81, 90];[66.3355761096329, 68.02559390979626, 71.83099095148778, 67.85714817685923];[44, 64, 90, 62];[0.13479798961710543, 0.14762355659328819, 0.24550909588123204, 0.4140693579083745];[16, 20, 65, 95];62.371;63.313;dec2022-002_032-044_SPEAKER_00_1.TextGrid;d6JXNNP
dec2022-002_032-044_SPEAKER_00;classrooms;NOUN;2;Oo;Oo;Oo;[59.7, 58.3];Oo;Oo;oO;[114.5952886516387, 113.21590225942576];[39, 28];[70.05574905191872, 67.60188521101931];[82, 59];[0.23109135590726027, 0.3299086440927397];[58, 88];63.653;64.214;dec2022-002_032-044_SPEAKER_00_1.TextGrid;LlVwz5W
dec2022-002_032-044_SPEAKER_00;problem;NOUN;2;Oo;Oo;oO;[43, 75.7];oO;oO;oO;[116.88512523980285, 142.2469071175878];[50, 94];[68.42181554320469, 68.898811381873];[68, 72];[0.12661060302032467, 0.23338939697967476];[11, 61];68.277;68.637;dec2022-002_032-044_SPEAKER_00_1.TextGrid;Fmz2mby
dec2022-002_032-044_SPEAKER_00;technology;NOUN;4;oOoo;oOoo;oooO;[32, 28, 43, 64.7];Oooo;oooO;oooO;[119.59642913045657, 115.71450243876137, 112.50335426583084, 114.51378038553771];[66, 45, 24, 37];[62.13325078233589, 63.5820017978369, 64.3062508669501, 68.07445835209651];[9, 17, 24, 65];[0.14781464697242086, 0.1500697630438026, 0.2807878051235093, 0.36232778486026973];[21, 22, 81, 92];80.5;81.441;dec2022-002_032-044_SPEAKER_00_1.TextGrid;W8NDsHa
dec2022-002_032-044_SPEAKER_00;inequality;NOUN;5;ooOoo/OoOoo;OoOoo;ooooO;[25, 26.3, 49.3, 36, 70.7];ooooO;ooOoo;ooooO;[121.13993125064108, 116.74436823509033, 117.45142938377664, 115.8527747333488, 131.8988247144044];[70, 49, 53, 45, 89];[61.580780508577824, 61.74597893469083, 68.18570865790927, 61.09489731811648, 64.97417168240389];[5, 6, 66, 3, 30];[0.06061816644051987, 0.15275345460521805, 0.15894469284657475, 0.23328215784317763, 0.37440152826449946];[0, 24, 29, 60, 93];85.462;86.442;dec2022-002_032-044_SPEAKER_00_1.TextGrid;Uvy4kwC
dec2022-002_032-044_SPEAKER_00;away;ADV;2;oO;oO;Oo;[62.7, 21.7];Oo;Oo;Oo;[117.71642836634079, 113.35961127157982];[55, 29];[68.81792077499044, 65.27352655035834];[71, 34];[0.23951502918129108, 0.10048497081869812];[62, 2];100.293;100.633;dec2022-002_032-044_SPEAKER_00_1.TextGrid;4tefyor
dec2022-002_032-044_SPEAKER_00;very;ADV;2;Oo;Oo;Oo;[53.3, 51.7];oO;Oo;Oo;[118.29329488464779, 121.4945232531436];[60, 71];[72.29126579394733, 69.55482032118154];[92, 80];[0.11714301794020798, 0.10285698205980509];[8, 4];103.716;103.936;dec2022-002_032-044_SPEAKER_00_1.TextGrid;VVvDMLc
dec2022-002_032-044_SPEAKER_00;money;NOUN;2;Oo;Oo;oO;[66.3, 89];Oo;oO;oO;[124.16476597267098, 122.54674791814458];[78, 74];[68.54650285979362, 73.42656842830442];[70, 96];[0.2108563180513272, 0.43014368194867814];[51, 97];107.779;108.42;dec2022-002_032-044_SPEAKER_00_1.TextGrid;50wPiEC
dec2022-002_032-044_SPEAKER_00;program;VERB;2;Oo;Oo;oO;[75.7, 88];Oo;oO;oO;[123.98909854690157, 120.50245792403535];[78, 68];[72.67600747273521, 74.24433222358797];[93, 99];[0.22302930209990413, 0.41797069790009544];[56, 97];3.81;4.451;dec2022-002_032-044_SPEAKER_00_2.TextGrid;uw22bKx
dec2022-002_032-044_SPEAKER_00;maybe;ADV;2;Oo;Oo;oO;[24.7, 31];oO;oO;Oo;[109.10261678806027, 115.12189198664124];[12, 40];[63.50759389865707, 65.47390799404195];[16, 35];[0.1977071204205938, 0.14229287957940606];[46, 18];9.813;10.153;dec2022-002_032-044_SPEAKER_00_2.TextGrid;1LBsLsy
dec2022-002_032-044_SPEAKER_00;totally;ADV;3;Ooo;Ooo;oOo;[47.3, 57.7, 48.7];oOo;ooO;ooO;[436.8757293770849, 499.45101632736436, 114.35780775204657];[97, 98, 35];[62.708543466933826, 62.796059304927425, 63.783320317127746];[10, 11, 20];[0.17773927829895264, 0.2442659901489126, 0.3579947315521341];[35, 64, 91];14.695;15.475;dec2022-002_032-044_SPEAKER_00_2.TextGrid;sOACMmr
